CellSize,CellShape,NucleusDensity,ChromatinTexture,CytoplasmSize,CellAdhesion,MitosisRate,NuclearMembrane,GrowthFactor,OxygenSaturation,Vascularization,InflammationMarkers,Diagnosis,CellType_Epthlial,CellType_Mesnchymal,CellType_???,GeneticMutation_Presnt,GeneticMutation_Absnt
-0.13211270453310728,-0.22176274344366317,-0.16542167922314788,-0.19885244986933157,-0.11718958198476749,-0.15896477752619423,-0.24491410130794306,-0.20718387132952093,-0.1481014765010185,-0.1700228054662373,-0.1204448760689685,-0.2020780105942474,1.101762687619266,1.5580858702097802,-0.5904035559937899,-0.6467845920628796,0.9778523631178014,-0.9778523631178014
-0.1546267900562673,-0.20842533159218724,-0.1565605501843176,-0.19134349344166546,-0.09378114489459399,-0.1746738541397597,-0.23711628870333532,-0.19308711629710357,-0.17213683912225783,-0.18641028211764138,-0.13459028779128612,-0.23131844508344843,1.101762687619266,-0.6418131497883105,-0.5904035559937899,1.546109805755517,-1.022649264569533,1.022649264569533
-0.12899532036039837,-0.1380514579694502,-0.15132401652968044,-0.15423126942000673,-0.11616654301523559,-0.23676293313629965,-0.2174975330266704,-0.25758636700224147,-0.1347886919424445,-0.16709360994828185,-0.20928803399758145,-0.22586601030564185,1.101762687619266,-0.6418131497883105,1.6937567361306989,-0.6467845920628796,0.9778523631178014,-0.9778523631178014
-0.17887774787322763,-0.18362046734633253,-0.14568436412415078,-0.2063673160771176,-0.16644494630361956,-0.16862144079685162,-0.2184960309802762,-0.15088258532891702,-0.160377305818657,-0.15416601002577568,-0.29250656939210834,-0.09342614359370398,1.101762687619266,1.5580858702097802,-0.5904035559937899,-0.6467845920628796,0.9778523631178014,-0.9778523631178014
-0.1253878418745426,-0.3447844984565328,-0.13863107596697166,-0.2162150767486546,-0.18292576985246242,-0.20511963074400189,-0.19655260254644494,-0.13453313263344666,-0.2482481310970424,-0.16998677238581233,-0.13006802450798738,-0.2096393831539799,-0.9076364731145878,-0.6418131497883105,-0.5904035559937899,-0.6467845920628796,-1.022649264569533,1.022649264569533
3.7875168361935847,4.37250801920866,1.1157390147469426,8.225268460508254,7.659291580493665,4.6200296802909735,1.0706841114967756,3.3650547516815568,4.082615001332007,7.597790990765768,4.260422404059482,4.287760468845272,1.101762687619266,-0.6418131497883105,1.6937567361306989,-0.6467845920628796,0.9778523631178014,-0.9778523631178014
-0.16607895452277296,-0.09843405537616362,-0.16525348732435294,-0.19970917049186274,-0.1453083723672987,-0.1414430772679337,-0.2397167505992449,-0.18073483163313145,-0.18832497601777146,-0.1916619173553773,-0.29942110827665896,-0.18614379492706953,1.101762687619266,-0.6418131497883105,-0.5904035559937899,1.546109805755517,0.9778523631178014,-0.9778523631178014
-0.21508786336849067,-0.17394146261303056,-0.1322956261936363,-0.18946685151210885,-0.24904872831193134,-0.21704853909624744,-0.17733436265221278,-0.10005446877176348,-0.17702022480496224,-0.1769487956182178,-0.07393556550611864,-0.09706085634896751,-0.9076364731145878,-0.6418131497883105,-0.5904035559937899,-0.6467845920628796,0.9778523631178014,-0.9778523631178014
-0.14547334901534512,-0.1801206172264715,-0.15782211320259043,-0.19453820545828066,-0.050020399394783616,-0.20858764933272622,-0.24501874480798852,-0.211157050577211,-0.1403186538510842,-0.15896442881961048,-0.17754099656976627,-0.25164210074219767,1.101762687619266,1.5580858702097802,-0.5904035559937899,-0.6467845920628796,-1.022649264569533,1.022649264569533
-0.20721812050223576,-0.10732831493546713,-0.14565932746732313,-0.15306140746101193,-0.24259849006584408,-0.1640546047449713,-0.19275441760649506,-0.08117537934926991,-0.22391784651089347,-0.1720694664775877,-0.1671607670973291,-0.09303684236104484,-0.9076364731145878,-0.6418131497883105,-0.5904035559937899,-0.6467845920628796,0.9778523631178014,-0.9778523631178014
-0.12174843762981578,-0.23275876133919354,-0.15627138687404243,-0.15228694798684894,-0.05009928989084949,-0.1832745038138336,-0.24443525242231515,-0.22778651375067696,-0.17664355414560984,-0.1904012084873292,-0.1267871480959728,-0.280181416706904,1.101762687619266,1.5580858702097802,-0.5904035559937899,-0.6467845920628796,0.9778523631178014,-0.9778523631178014
-0.1530046514287474,-0.1328132392297132,-0.17076309528883923,-0.16934103723581473,-0.03491509065013914,-0.13352495670772818,-0.26380327254238806,-0.22118660637009835,-0.12430085062664935,-0.17760380539399911,-0.12258560869409851,-0.2978449503491246,1.101762687619266,-0.6418131497883105,1.6937567361306989,-0.6467845920628796,-1.022649264569533,1.022649264569533
-0.1690494655915742,0.3569978429583133,0.14122674742758864,-0.15481173141735163,-0.0051752752745004,-0.18545085110576165,-0.2625513945707191,0.128404072527174,-0.17283938128198656,1.3182356689491632,-0.25333803217931067,-0.2103909905957728,1.101762687619266,1.5580858702097802,-0.5904035559937899,-0.6467845920628796,-1.022649264569533,1.022649264569533
-0.2018540324880544,-0.20774284526867776,-0.13253822233786278,-0.2115349484269154,-0.19637300707338753,-0.2236443389100781,-0.146139496585837,-0.04244536619098511,-0.19334245908393843,-0.13898900717620713,-0.2255619239333119,-0.02910417697712723,-0.9076364731145878,1.5580858702097802,-0.5904035559937899,-0.6467845920628796,-1.022649264569533,1.022649264569533
-0.16123249608440487,-0.17241522844148705,-0.14681758851584895,-0.1450906693154081,-0.21101201286409055,-0.14330908741634515,-0.20664046662026805,-0.10895085946289565,-0.26169304457996884,-0.16117070393883978,-0.12379219353027282,-0.1524224042086612,-0.9076364731145878,-0.6418131497883105,-0.5904035559937899,-0.6467845920628796,0.9778523631178014,-0.9778523631178014
-0.18601927296032325,-0.26602698270131,-0.14576558164385037,-0.11687026208902222,-0.20427673694341253,-0.09885559858737883,-0.1962318852242563,-0.07623029131855416,-0.18168056202454355,-0.18355789034466646,-0.17672651557914956,-0.18776619113124152,-0.9076364731145878,-0.6418131497883105,-0.5904035559937899,-0.6467845920628796,-1.022649264569533,1.022649264569533
-0.1649650631762476,-0.1332099223333934,-0.14360595279773036,-0.1909204792415439,-0.17303785579184663,-0.1692286244633715,-0.19790429674751617,-0.08665429696663679,-0.21361790058634936,-0.15557971132616288,-0.20410178921612598,-0.09475487119695315,-0.9076364731145878,1.5580858702097802,-0.5904035559937899,-0.6467845920628796,0.9778523631178014,-0.9778523631178014
-0.1510038994317194,-0.2206448132247516,-0.1565241455639049,-0.13312843815219563,-0.08050103330370513,-0.14381795142399678,-0.23524547046063576,-0.23955630952626022,-0.19208992960441976,-0.17910617742629764,-0.29735569710128157,-0.21852788138066634,-0.9076364731145878,-0.6418131497883105,1.6937567361306989,-0.6467845920628796,-1.022649264569533,1.022649264569533
-0.2357313272831692,-0.09225536093518907,-0.13662137229993515,-0.21991217635372012,-0.29683137233312257,-0.20710163387085778,-0.16687668641135892,-0.15408822409339779,-0.2198595933060424,-0.1780805000250352,-0.20851060912818054,0.032759819268252874,-0.9076364731145878,-0.6418131497883105,-0.5904035559937899,1.546109805755517,-1.022649264569533,1.022649264569533
-0.15525797823851156,-0.21489383930923067,-0.12310001202092002,-0.16316001833780058,-0.20008982299810898,-0.17179900855067945,-0.14771548841524526,-0.07222531196519873,-0.22871096727074652,-0.15470670739437067,-0.15551574417268307,-0.12198395159017933,-0.9076364731145878,1.5580858702097802,-0.5904035559937899,-0.6467845920628796,0.9778523631178014,-0.9778523631178014
-0.3622424612036419,-0.24228424726980544,-0.12039735642091959,0.9628959259692831,-0.7974247262363777,-0.8197241001289365,-0.12006356713573793,-0.0017343186683977407,-0.6994535347121694,-0.20112993437729249,-0.2861395877070408,-0.41126847504621034,-0.9076364731145878,-0.6418131497883105,1.6937567361306989,-0.6467845920628796,0.9778523631178014,-0.9778523631178014
-0.16116157667592013,-0.2127571241225943,-0.13548156639639608,-0.22221142961737927,-0.2593035936002634,-0.20453921257543817,-0.17089704186525573,-0.11348424514642493,-0.24546184494787515,-0.17986753128366828,-0.24670670589863564,-0.03841690380661432,-0.9076364731145878,1.5580858702097802,-0.5904035559937899,-0.6467845920628796,0.9778523631178014,-0.9778523631178014
-0.13873715412681129,-0.18214771804435725,-0.15183390460418067,-0.09507486276464566,-0.05846274231978861,-0.2199117682056887,-0.23255194688541334,-0.25891660767561253,-0.17300205378700473,-0.17706206956631765,-0.18648618934125258,-0.32926020812217777,1.101762687619266,1.5580858702097802,-0.5904035559937899,-0.6467845920628796,0.9778523631178014,-0.9778523631178014
-0.13825500123258305,-0.21807567575314898,-0.16256522704003873,-0.14886528213676883,-0.028814223787757703,-0.22794429095653118,-0.2378440326008675,-0.25511907586883936,-0.10622578051169795,-0.15237764463784154,-0.16488163210597775,-0.29290439801072377,1.101762687619266,-0.6418131497883105,1.6937567361306989,-0.6467845920628796,-1.022649264569533,1.022649264569533
-0.1048257806243849,-0.16340417198228893,-0.15014334778322322,-0.1006444569382944,-0.08791977808602226,-0.22480034520094205,-0.2292543470855188,-0.28224438539679997,-0.1608087258699778,-0.1873136722316878,-0.23337354532162363,-0.312249741049797,1.101762687619266,-0.6418131497883105,1.6937567361306989,-0.6467845920628796,-1.022649264569533,1.022649264569533
-0.16798867499884085,-0.2378460899857335,-0.15752417459253437,-0.215228349800674,-0.06094219632735293,-0.07124744595598985,-0.25863353265992767,-0.17688733419121902,-0.14802842217278459,-0.18059933150041202,-0.20148645772408075,-0.211350165329713,-0.9076364731145878,-0.6418131497883105,-0.5904035559937899,1.546109805755517,-1.022649264569533,1.022649264569533
